trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
320,False,"{'a': 0.22, 'e': 0.5374838498865641}",20,10,-2.730444239481753,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.22, 'e': 0.5354126134736278}",20,10,4.687108836149261,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
322,False,"{'a': 0.22, 'e': 0.5333333333333274}",25,19,10.723835779144244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.22, 'e': 0.5312459150169683}",30,10,-13.603505616879055,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.22, 'e': 0.5291502622129121}",25,10,-20.294556569646453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",0
325,False,"{'a': 0.22, 'e': 0.5270462766947238}",20,10,-7.642770434698055,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
326,False,"{'a': 0.22, 'e': 0.524933858267448}",20,10,-56.30338711405142,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",0
327,False,"{'a': 0.22, 'e': 0.5228129047119313}",25,10,-45.632717275383584,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 0}",1
328,False,"{'a': 0.22, 'e': 0.5206833117271041}",25,10,-32.767237849077645,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",0
329,False,"{'a': 0.22, 'e': 0.5185449728701287}",25,10,-23.536197424880836,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",0
330,False,"{'a': 0.22, 'e': 0.5163977794943161}",25,10,-16.951146864849903,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",0
331,False,"{'a': 0.22, 'e': 0.5142416206847109}",30,19,-35.676942365351515,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.22, 'e': 0.5120763831912344}",25,10,23.691127052263184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.22, 'e': 0.5099019513592723}",20,10,-38.03017668113014,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",0
334,False,"{'a': 0.22, 'e': 0.5077182070575876}",25,10,-92.28214842519088,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",0
335,False,"{'a': 0.22, 'e': 0.5055250296034304}",20,10,-4.61608672951503,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",0
336,False,"{'a': 0.22, 'e': 0.5033222956847103}",25,10,-39.83398409455793,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",0
337,False,"{'a': 0.22, 'e': 0.5011098792790906}",25,10,-40.69145552300784,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.22, 'e': 0.4988876515698525}",20,10,7.058338855243649,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.22, 'e': 0.4966554808583716}",20,10,4.898708316178688,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
340,False,"{'a': 0.22, 'e': 0.49441323247303776}",30,10,-46.03583020638961,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
341,False,"{'a': 0.22, 'e': 0.49216076867444025}",25,10,-62.417338462245645,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",0
342,False,"{'a': 0.22, 'e': 0.48989794855662916}",20,10,5.026844834747453,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.22, 'e': 0.4876246279442533}",20,14,10.357133562003817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.22, 'e': 0.4853406592853614}",25,10,28.514095323952866,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.22, 'e': 0.48304589153964145}",20,10,5.956857591288357,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.22, 'e': 0.4807401700618587}",20,10,-25.2986254103326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.22, 'e': 0.47842333648023755}",20,10,-27.650262219331715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",0
348,False,"{'a': 0.22, 'e': 0.47609522856951675}",20,10,-2.0682957111352316,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.22, 'e': 0.4737556801183899}",30,21,3.8886645033164235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.22, 'e': 0.4714045207910251}",20,10,-77.00090507338203,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",0
351,False,"{'a': 0.22, 'e': 0.4690415759823363}",20,10,3.881788899178529,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
352,False,"{'a': 0.22, 'e': 0.46666666666666}",20,10,21.076025703478045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.22, 'e': 0.464279609239464}",20,10,-0.701847296608533,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.22, 'e': 0.46188021535169393}",20,10,-2.9557594476935787,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.22, 'e': 0.459468291736334}",20,10,4.813269286180513,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
356,False,"{'a': 0.22, 'e': 0.45704364002672954}",20,10,5.362158254592927,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.22, 'e': 0.45460605656618847}",30,18,-4.730545387291739,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.22, 'e': 0.4521553322083445}",30,10,-30.84240257292453,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
359,False,"{'a': 0.22, 'e': 0.449691252107728}",25,10,-78.66465583826115,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",0
360,False,"{'a': 0.22, 'e': 0.4472135954999512}",25,10,-38.30502074858017,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",0
361,False,"{'a': 0.22, 'e': 0.444722135470871}",25,11,-18.43300023054881,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
362,False,"{'a': 0.22, 'e': 0.44221663871404654}",25,10,5.6585235701971515,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",0
363,False,"{'a': 0.22, 'e': 0.4396968652757572}",35,10,-67.48534264976989,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
364,False,"{'a': 0.22, 'e': 0.43716256828679323}",25,10,-13.921972407936199,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",0
365,False,"{'a': 0.22, 'e': 0.4346134936801697}",35,10,-17.77677620655355,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
366,False,"{'a': 0.22, 'e': 0.43204937989385045}",20,10,14.669954750471417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.22, 'e': 0.4294699575574973}",25,13,-43.99700898120326,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
368,False,"{'a': 0.22, 'e': 0.426874949162183}",20,10,19.943764977917493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.22, 'e': 0.42426406871192157}",25,10,-4.373857434845645,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.22, 'e': 0.42163702135577696}",20,10,-37.567304066722464,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",0
371,False,"{'a': 0.22, 'e': 0.41899350299921084}",20,11,-0.6610669010928112,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.22, 'e': 0.41633319989321954}",35,10,-26.56620632071542,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
373,False,"{'a': 0.22, 'e': 0.4136557881996882}",30,14,-71.24534841824617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
374,False,"{'a': 0.22, 'e': 0.410960933531258}",20,10,6.873488410555762,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.22, 'e': 0.4082482904638559}",25,10,-64.43982108789503,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",0
376,False,"{'a': 0.22, 'e': 0.4055175020198742}",30,11,-43.277866121529264,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
377,False,"{'a': 0.22, 'e': 0.40276819911981193}",25,18,2.990558976336428,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.22, 'e': 0.3999999999999928}",25,10,-18.52258502025104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",0
379,False,"{'a': 0.22, 'e': 0.397212509593759}",20,10,-28.417208837489508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",0
380,False,"{'a': 0.22, 'e': 0.39440531887330055}",20,10,17.0733680970029,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.22, 'e': 0.39157800414901717}",20,13,-0.8482580070261871,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.22, 'e': 0.38873012632301285}",20,13,3.241640027331405,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.22, 'e': 0.38586123009300033}",30,10,14.683163226602485,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
384,False,"{'a': 0.22, 'e': 0.38297084310252805}",30,10,25.614194497737188,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
385,False,"{'a': 0.22, 'e': 0.38005847503303875}",20,10,21.450889023080325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.22, 'e': 0.37712361663281807}",20,10,-46.96626682718243,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",0
387,False,"{'a': 0.22, 'e': 0.37416573867738684}",20,10,5.287183562956581,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.22, 'e': 0.37118429085532745}",30,10,-11.235632068030997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
389,False,"{'a': 0.22, 'e': 0.3681787005729013}",20,12,-13.56252582828303,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.22, 'e': 0.36514837167010333}",20,14,11.445326039340358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.22, 'e': 0.36209268303999975}",30,16,5.670947828511286,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.22, 'e': 0.3590109871422928}",20,10,8.547775147104451,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.22, 'e': 0.3559026084010362}",30,10,-21.911601378357062,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
394,False,"{'a': 0.22, 'e': 0.35276684147527115}",20,11,15.858742386352082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.22, 'e': 0.3496029493900428}",25,11,-7.683598215415342,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.22, 'e': 0.3464101615137677}",25,10,-3.3540186206148235,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
397,False,"{'a': 0.22, 'e': 0.34318767136622547}",25,10,-34.899168327022146,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",0
398,False,"{'a': 0.22, 'e': 0.33993463423951104}",20,10,7.65623789439393,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.22, 'e': 0.33665016461206126}",20,15,-2.6620010439024555,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.22, 'e': 0.33333333333332527}",25,10,9.78477895727422,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.22, 'e': 0.329983164553714}",25,14,-0.693124923941951,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.22, 'e': 0.32659863237108216}",20,10,19.35476514502496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 0.22, 'e': 0.32317865716108024}",25,18,12.027444861977031,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.22, 'e': 0.31972210155417286}",20,12,2.7492744066424577,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.22, 'e': 0.3162277660168294}",20,16,6.937793877855324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.22, 'e': 0.31269438398821997}",20,14,6.680455241000742,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.22, 'e': 0.3091206165165147}",25,10,-21.305352714626565,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",0
408,False,"{'a': 0.22, 'e': 0.30550504633038045}",30,15,6.80673849860492,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.22, 'e': 0.3018461712712382}",20,10,3.2656474895991314,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
